systemd
systemd-journal
systemd-logind
NetworkManager
systemd
gnome-keyring-d
gnome-session-b
gvfsd
ibus-daemon
ibus-extension-
ibus-x11
evolution-sourc
geoclue
gvfs-udisks2-vo
goa-daemon
gsd-power
gsd-print-notif
gsd-xsettings
gsd-wacom
gsd-clipboard
ibus-engine-sim
gsd-color
gsd-keyboard
gsd-media-keys
evolution-calen
gnome-software
tracker-store
evolution-addre
tracker-miner-a
tracker-miner-f
gnome-terminal-
xdg-desktop-por
xdg-desktop-por
cupsd
VGAuthService
vmtoolsd
avahi-daemon
smartd
irqbalance
firewalld
udisksd
polkitd
ModemManager
rsyslogd
systemd-udevd
sshd
code
code
code
code
code
code
gvfsd-network
gvfsd-dnssd
code
gvfsd-http
code
code
code
pulseaudio
sssd_kcm
WebExtensions
bash
